model_name,domain,speaker,file,y_true,perturb,score_clean,score_pert,delta
single_torgo,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,gain_0.7,1.81356844,1.65068212,0.16288633
single_uaspeech,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,gain_0.7,1.40012679,1.36513261,0.03499418
multi_uaspeech+torgo,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,gain_0.7,1.51317774,1.27595251,0.23722523
single_torgo,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,gain_1.3,1.81356844,2.06649337,0.25292493
single_uaspeech,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,gain_1.3,1.40012679,1.41581245,0.01568566
multi_uaspeech+torgo,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,gain_1.3,1.51317774,1.84725784,0.33408011
single_torgo,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,noise_0.002,1.81356844,1.82294781,0.00937937
single_uaspeech,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,noise_0.002,1.40012679,1.41937609,0.01924930
multi_uaspeech+torgo,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,noise_0.002,1.51317774,1.51364741,0.00046967
single_torgo,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,noise_0.005,1.81356844,1.96387721,0.15030876
single_uaspeech,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,noise_0.005,1.40012679,1.49117623,0.09104944
multi_uaspeech+torgo,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,noise_0.005,1.51317774,1.59321056,0.08003282
single_torgo,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,shift_-80,1.81356844,1.80521947,0.00834898
single_uaspeech,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,shift_-80,1.40012679,1.39139305,0.00873374
multi_uaspeech+torgo,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,shift_-80,1.51317774,1.50575235,0.00742539
single_torgo,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,shift_+80,1.81356844,1.78770072,0.02586772
single_uaspeech,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,shift_+80,1.40012679,1.44498642,0.04485963
multi_uaspeech+torgo,TORGO,M04,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0064.wav,1,shift_+80,1.51317774,1.52869541,0.01551767
single_torgo,TORGO,FC02,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/F_Con/wav_headMic_FC02S03/wav_headMic_FC02S03_0846.wav,0,gain_0.7,-1.19431115,-1.28407441,0.08976326
single_uaspeech,TORGO,FC02,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/F_Con/wav_headMic_FC02S03/wav_headMic_FC02S03_0846.wav,0,gain_0.7,3.12955669,3.11749735,0.01205935
multi_uaspeech+torgo,TORGO,FC02,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/F_Con/wav_headMic_FC02S03/wav_headMic_FC02S03_0846.wav,0,gain_0.7,-1.71225315,-1.67199473,0.04025842
single_torgo,TORGO,FC02,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/F_Con/wav_headMic_FC02S03/wav_headMic_FC02S03_0846.wav,0,gain_1.3,-1.19431115,-1.12837363,0.06593752
single_uaspeech,TORGO,FC02,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/F_Con/wav_headMic_FC02S03/wav_headMic_FC02S03_0846.wav,0,gain_1.3,3.12955669,3.22341027,0.09385357
multi_uaspeech+torgo,TORGO,FC02,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/F_Con/wav_headMic_FC02S03/wav_headMic_FC02S03_0846.wav,0,gain_1.3,-1.71225315,-1.85129757,0.13904442
single_torgo,TORGO,FC02,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/F_Con/wav_headMic_FC02S03/wav_headMic_FC02S03_0846.wav,0,noise_0.002,-1.19431115,-0.33047231,0.86383885
single_uaspeech,TORGO,FC02,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/F_Con/wav_headMic_FC02S03/wav_headMic_FC02S03_0846.wav,0,noise_0.002,3.12955669,2.62406385,0.50549284
multi_uaspeech+torgo,TORGO,FC02,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/F_Con/wav_headMic_FC02S03/wav_headMic_FC02S03_0846.wav,0,noise_0.002,-1.71225315,-1.54181352,0.17043963
single_torgo,TORGO,FC02,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/F_Con/wav_headMic_FC02S03/wav_headMic_FC02S03_0846.wav,0,noise_0.005,-1.19431115,-0.00948952,1.18482163
single_uaspeech,TORGO,FC02,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/F_Con/wav_headMic_FC02S03/wav_headMic_FC02S03_0846.wav,0,noise_0.005,3.12955669,2.27105356,0.85850314
multi_uaspeech+torgo,TORGO,FC02,/Users/ashsanjay/.cache/kagglehub/datasets/pranaykoppula/torgo-audio/versions/1/F_Con/wav_headMic_FC02S03/wav_headMic_FC02S03_0846.wav,0,noise_0.005,-1.71225315,-1.71010484,0.00214831
