model_name,domain,speaker,file,y_true,perturb,score_clean,score_pert,delta
single_torgo,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,gain_0.7,-0.48206333,-0.44831538,0.03374795
single_uaspeech,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,gain_0.7,0.68934205,0.62174059,0.06760146
multi_uaspeech+torgo,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,gain_0.7,0.59935967,0.58865360,0.01070607
single_torgo,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,gain_1.3,-0.48206333,-0.34741908,0.13464425
single_uaspeech,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,gain_1.3,0.68934205,0.17915974,0.51018231
multi_uaspeech+torgo,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,gain_1.3,0.59935967,-0.05146620,0.65082587
single_torgo,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,noise_0.002,-0.48206333,-0.13769763,0.34436570
single_uaspeech,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,noise_0.002,0.68934205,1.07079607,0.38145402
multi_uaspeech+torgo,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,noise_0.002,0.59935967,1.01259519,0.41323552
single_torgo,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,noise_0.005,-0.48206333,0.01877197,0.50083530
single_uaspeech,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,noise_0.005,0.68934205,1.40054796,0.71120591
multi_uaspeech+torgo,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,noise_0.005,0.59935967,0.97910272,0.37974306
single_torgo,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,shift_-80,-0.48206333,-0.39529692,0.08676642
single_uaspeech,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,shift_-80,0.68934205,0.67667045,0.01267160
multi_uaspeech+torgo,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,shift_-80,0.59935967,0.59442151,0.00493815
single_torgo,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,shift_+80,-0.48206333,-0.52015557,0.03809224
single_uaspeech,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,shift_+80,0.68934205,0.75790634,0.06856429
multi_uaspeech+torgo,UASPEECH,CM09,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM09/CM09_B1_UW27_M4.wav,0,shift_+80,0.59935967,0.67749805,0.07813839
single_torgo,UASPEECH,F03,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F03/F03_B1_C6_M7.wav,1,gain_0.7,0.62758499,0.62679647,0.00078852
single_uaspeech,UASPEECH,F03,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F03/F03_B1_C6_M7.wav,1,gain_0.7,2.68802592,2.71295572,0.02492980
multi_uaspeech+torgo,UASPEECH,F03,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F03/F03_B1_C6_M7.wav,1,gain_0.7,2.78294185,2.79163353,0.00869168
single_torgo,UASPEECH,F03,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F03/F03_B1_C6_M7.wav,1,gain_1.3,0.62758499,0.81608128,0.18849629
single_uaspeech,UASPEECH,F03,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F03/F03_B1_C6_M7.wav,1,gain_1.3,2.68802592,2.33664004,0.35138588
multi_uaspeech+torgo,UASPEECH,F03,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F03/F03_B1_C6_M7.wav,1,gain_1.3,2.78294185,2.52918538,0.25375647
single_torgo,UASPEECH,F03,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F03/F03_B1_C6_M7.wav,1,noise_0.002,0.62758499,1.35662749,0.72904250
single_uaspeech,UASPEECH,F03,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech/F03/F03_B1_C6_M7.wav,1,noise_0.002,2.68802592,3.65652007,0.96849415
