model_name,domain,speaker,file,y_true,perturb,score_clean,score_pert,delta
single_torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,gain_0.7,2.28106117,2.20899139,0.07206979
single_uaspeech,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,gain_0.7,-2.94823663,-2.98423198,0.03599535
multi_uaspeech+torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,gain_0.7,-2.94242312,-3.04939319,0.10697007
single_torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,gain_1.3,2.28106117,2.49442721,0.21336604
single_uaspeech,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,gain_1.3,-2.94823663,-3.50399610,0.55575947
multi_uaspeech+torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,gain_1.3,-2.94242312,-3.36559756,0.42317445
single_torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,noise_0.002,2.28106117,0.30145420,1.97960698
single_uaspeech,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,noise_0.002,-2.94823663,-0.74361382,2.20462281
multi_uaspeech+torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,noise_0.002,-2.94242312,-1.02472888,1.91769424
single_torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,noise_0.005,2.28106117,0.25725370,2.02380747
single_uaspeech,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,noise_0.005,-2.94823663,0.74105406,3.68929069
multi_uaspeech+torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,noise_0.005,-2.94242312,-0.35579617,2.58662695
single_torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,shift_-80,2.28106117,2.28048631,0.00057486
single_uaspeech,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,shift_-80,-2.94823663,-2.96470789,0.01647126
multi_uaspeech+torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,shift_-80,-2.94242312,-2.94498368,0.00256057
single_torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,shift_+80,2.28106117,2.48963334,0.20857216
single_uaspeech,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,shift_+80,-2.94823663,-2.57389822,0.37433841
multi_uaspeech+torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_CW60_M7.wav,0,shift_+80,-2.94242312,-2.39271071,0.54971241
single_torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,gain_0.7,0.01081246,-0.01036813,0.02118059
single_uaspeech,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,gain_0.7,-0.94051990,-0.95884819,0.01832828
multi_uaspeech+torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,gain_0.7,-1.04169091,-1.07973847,0.03804756
single_torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,gain_1.3,0.01081246,0.49977941,0.48896695
single_uaspeech,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,gain_1.3,-0.94051990,-1.11487484,0.17435494
multi_uaspeech+torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,gain_1.3,-1.04169091,-0.99531828,0.04637263
single_torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,noise_0.002,0.01081246,-0.43909175,0.44990421
single_uaspeech,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,noise_0.002,-0.94051990,-0.79600158,0.14451832
multi_uaspeech+torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,noise_0.002,-1.04169091,-1.17361220,0.13192128
single_torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,noise_0.005,0.01081246,-0.58960966,0.60042212
single_uaspeech,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,noise_0.005,-0.94051990,-0.12976589,0.81075401
multi_uaspeech+torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,noise_0.005,-1.04169091,-1.00338687,0.03830405
single_torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,shift_-80,0.01081246,0.02239271,0.01158026
single_uaspeech,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,shift_-80,-0.94051990,-0.80856980,0.13195010
multi_uaspeech+torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,shift_-80,-1.04169091,-0.91005134,0.13163957
single_torgo,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,shift_+80,0.01081246,0.01508962,0.00427716
single_uaspeech,UASPEECH,CM06,/Users/ashsanjay/.cache/kagglehub/datasets/aryashah2k/noise-reduced-uaspeech-dysarthria-dataset/versions/1/noisereduced-uaspeech-control/CM06/CM06_B3_C7_M7.wav,0,shift_+80,-0.94051990,-0.78748961,0.15303029
